level,notation,prefLabel
3,GS.EF,"Regionale Ethnologie: Subsaharisches Afrika"
3,GS.EI,"Regionale Ethnologie: Nordafrika, Naher Osten"
3,GS.EN,"Regionale Ethnologie: Nordasien"
3,GS.EO,"Regionale Ethnologie: Südasien"
3,GS.EP,"Regionale Ethnologie: Nord- und Mittelamerika, Polargebiete"
3,GS.ER,"Regionale Ethnologie: Südamerika"
3,GS.ES,"Regionale Ethnologie: Australien, Neuseeland, Ozeanien"
3,GS.ET,Klassische Texte
4,GS.ETE,Textanthologien
3,GS.EV,Einzelgegenstände der ethnologischen Forschung
3,GS.EW,Einzelne nationale Minderheiten
2,GS.O,Teilbereiche der Soziologie
3,GS.OA,Freizeitsoziologie
3,GS.OB,Soziologie der Behinderten
3,GS.OD,Gesellschaftsstruktur einzelner Länder und Kulturen
3,GS.OF,Soziologie der Frau
4,GS.OFB,Frauen in einzelnen Berufen
4,GS.OFL,Frauen in einzelnen Ländern und Kulturen
4,GS.OFM,Frauen und Medien
4,GS.OFP,"Frauenbewegung, Frauen und Politik"
4,GS.OFT,Klassische Texte der Frauenbewegung
4,GS.OFV,Gewalt
4,GS.OFW,Weitere Themen und vermischte Schriften
3,GS.OL,Soziologie der Familie und Partnerschaft
4,GS.OLH,Homosexualität
4,GS.OLS,Soziologie der Sexualität
3,GS.OM,Soziologie des Mannes
3,GS.ON,Soziologie der Information
3,GS.OT,Soziale Schichten und deren Probleme
4,GS.OTA,Armut
3,GS.OU,"Einzelne Milieus, Kulturen und Lebensstile"
4,GS.OUJ,Jugendkulturen
2,GS.Q,"Biographisches, Sekundärliteratur"
3,GS.QA,Soziologie
4,GS.QAS,"Sammelbiographien, Sammeldarstellungen"
4,GS.QAW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
3,GS.QE,Ethnologie
4,GS.QES,"Sammelbiographien, Sammeldarstellungen"
4,GS.QEW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
3,GS.QF,Frauen
4,GS.QFS,"Sammelbiographien, Sammeldarstellungen"
4,GS.QFW,"Erfahrungsberichte, Lebensbilder"
2,GS.S,Sozialpolitik
3,GS.SA,"Arbeitspolitik, Geschichte und Soziologie der Arbeit, Gewerkschaften"
3,GS.SS,"Sozialarbeit, Sozialhilfe, Sozialpädagogik"
4,GS.SSO,Organisationen
2,GS.V,"Verwaltungslehre, Verwaltungspolitik, Verwaltungspraxis"
3,GS.VB,Bundes- und Landesverwaltung
4,GS.VBP,Polizei
3,GS.VG,"Gemeindeverwaltung, Kommunalpolitik"
3,GS.VL,"Verwaltungs- und Sozialstatistik: Einzelne Staaten"
3,GS.VO,"Verwaltungs- und Sozialstatistik: Österreich"
4,GS.VOB,Burgenland
4,GS.VOK,Kärnten
4,GS.VOM,Steiermark
4,GS.VON,Niederösterreich
4,GS.VOO,Oberösterreich
4,GS.VOS,Salzburg
4,GS.VOT,Tirol
4,GS.VOV,Vorarlberg
4,GS.VOW,Wien
1,GW,Wirtschaft
2,GW.A,Allgemeine und einführende Schriften
3,GW.AF,Fachfremdsprachen
4,GW.AFE,Wirtschaftsenglisch
4,GW.AFF,Wirtschaftsfranzösisch
4,GW.AFS,Wirtschaftsspanisch
3,GW.AM,"Finanz- und Wirtschaftsmathematik, Wirtschaftsstatistik, allgemeine Wirtschaftsinformatik"
3,GW.AP,"Wirtschaftsphilosophie, -soziologie, -psychologie und -geographie"
3,GW.AV,Vermischte Schriften
2,GW.B,Betriebswirtschaftslehre
3,GW.BA,"Absatzwirtschaft, Marketing"
4,GW.BAB,"Produkt- und Markenpolitik, Preispolitik"
4,GW.BAC,E-Commerce
4,GW.BAK,"Distributionspolitik, Verkauf, Kundendienst"
4,GW.BAW,"Kommunikationspolitik, Werbung"
4,GW.BAY,Psychologische Verbraucherforschung
3,GW.BB,"Betriebliche Bürowirtschaft, Unternehmensverwaltung"
4,GW.BBK,Geschäftskorrespondenz
3,GW.BF,"Betriebliche Finanzwirtschaft, betriebliches Rechnungs- und Prüfungswesen"
3,GW.BL,"Produktionswirtschaft, Einkauf, Logistik"
3,GW.BM,Unternehmensführung
4,GW.BMM,"Managementmethoden und -techniken"
4,GW.BMO,"Unternehmensorganisation, Projektmanagement"
4,GW.BMP,"Unternehmensphilosophie, -politik und -kultur, Public Relations"
4,GW.BMU,"Unternehmensüberwachung und -kontrolle, Controlling"
4,GW.BMV,Vermischte Schriften
3,GW.BP,"Personalwirtschaft, betriebliche Sozialpolitik"
4,GW.BPF,Personalführung
4,GW.BPP,"Arbeitsbedingungen, Arbeitsplatzgestaltung, Arbeitsschutz"
4,GW.BPW,Betriebliche Aus- und Weiterbildung
3,GW.BU,"Unternehmens- und Existenzgründung"
3,GW.BW,"Wirtschaftsinformatik für Betriebe, betriebliche Datenverarbeitung"
3,GW.BX,Weitere Themen
4,GW.BXP,"Berufliche Arbeitstechniken, Kommunikation, Präsentation"
2,GW.F,"Öffentliche Finanzwirtschaft, Finanz- und Steuerpolitik"
3,GW.FR,Ratgeber Steuer
2,GW.H,Gemeinwirtschaft
2,GW.P,"Arbeits- und Betriebspsychologie"
3,GW.PR,Ratgeber Karriereplanung und Berufsalltag
4,GW.PRA,Arbeiten und Berufstätigkeit im Ausland
4,GW.PRB,"Stellensuche, Bewerbung"
4,GW.PRF,Ratgeber für Frauen
4,GW.PRK,Konfliktbewältigung im Berufsalltag
2,GW.Q,"Biographisches, Sekundärliteratur"
3,GW.QI,Wirtschaftswissenschaften
4,GW.QIS,"Sammelbiographien, Sammeldarstellungen"
3,GW.QU,"Wirtschaftsmanagement, Unternehmensführung"
4,GW.QUS,"Sammelbiographien, Sammeldarstellungen"
4,GW.QUW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
2,GW.S,"Weltwirtschaft, Internationale Wirtschaftsbeziehungen"
3,GW.SR,Rohstoffe und andere Welthandelsgüter
2,GW.T,Allgemeine und regionale Wirtschaftsgeschichte
3,GW.TE,Europa
4,GW.TEE,Wirtschaft einzelner europäischer Länder
4,GW.TEU,Wirtschaft der Europäischen Union
3,GW.TO,Österreich
4,GW.TOB,Burgenland
4,GW.TOK,Kärnten
4,GW.TOM,Steiermark
4,GW.TON,Niederösterreich
4,GW.TOO,Oberösterreich
4,GW.TOS,Salzburg
4,GW.TOT,Tirol
4,GW.TOV,Vorarlberg
4,GW.TOW,Wien
3,GW.TU,Außereuropa
4,GW.TUA,"Australien, Neuseeland, Ozeanien"
4,GW.TUF,Afrika
4,GW.TUM,Amerika
4,GW.TUS,Asien
2,GW.V,Volkswirtschaftslehre
3,GW.VE,Einzelthemen der theoretischen Volkswirtschaftslehre
3,GW.VP,"Allgemeine Wirtschaftspolitik, öffentliche Wirtschaft"
3,GW.VS,"Volkswirtschaftstheoretische Schulen, Geschichte der Wirtschaftswissenschaften"
3,GW.VT,Klassiker der Volkswirtschaftslehre
2,GW.W,Branchenkunde und Branchenpolitik
3,GW.WF,"Geld-, Bank-, Börsen- und Immobilienwesen"
4,GW.WFG,"Geschichte des Geld-, Bank-, Börsen- und Immobilienwesens"
4,GW.WFR,"Ratgeber Geld-, Bank-, Börsen- und Immobilienwesen"
3,GW.WG,"Handwerk, Gewerbe"
3,GW.WH,"Handel, Dienstleistungen, Tourismus"
4,GW.WHB,Berufskunde für Tourismus- und kaufmännische Berufe
3,GW.WI,Industrie
3,GW.WL,"Landwirtschaft, Forstwirtschaft, Fischwirtschaft"
3,GW.WN,Non-Profit-Organisationen
3,GW.WS,Versicherungswirtschaft
3,GW.WT,"Verkehrswirtschaft, Transportwesen, Nachrichtenwesen"
4,GW.WTG,Geschichte der Post
3,GW.WV,Verbraucherinformation
3,GW.WW,Weitere Branchen
0,J,Kinder- und Jugendmedien
1,JA,Allgemeines
1,JC,Comics und Graphic Novels (für Kinder und Jugendliche)
2,JC.C,Comics
2,JC.G,Graphic Novels
2,JC.K,"Cartoons, Karikaturen"
2,JC.M,Mangas
2,JC.S,Sachcomics
1,JD,Bilderbücher
2,JD.F,Bilderbücher zum Fremdsprachenerwerb
2,JD.J,Sachbilderbücher für Kinder
3,JD.JG,Geschichte
3,JD.JK,"Kunst, Literatur, Lied, Tanz"
3,JD.JN,Naturwissenschaften
3,JD.JP,"Religion, Philosophie"
3,JD.JR,"Reisen, Kulturen"
3,JD.JS,"Freizeit, Hobbies"
3,JD.JT,Technik
3,JD.JV,Vermischtes
2,JD.K,Bilderbücher für die Kleinsten
2,JD.L,"Gedichte, Lieder"
2,JD.M,Märchenbilderbücher
2,JD.N,Bilderbücher mit Tierprotagonisten
2,JD.O,Textlose Bilderbücher
2,JD.R,Bilderbuch-Reihen
2,JD.T,Themen- und problemorientierte Bilderbücher
3,JD.TB,Beziehung
3,JD.TG,Gefühle
3,JD.TK,Krankheit und Behinderung
3,JD.TS,Schule und Kindergarten
3,JD.TT,Trennung
2,JD.W,Wimmel-Bilderbücher
2,JD.X,Feste im Jahreslauf
3,JD.XO,Ostern
3,JD.XW,Weihnachten
2,JD.Z,ABC- und Zahlenlernbücher
1,JE,Erzählungen und Romane
2,JE.A,Anthologien und Vorlesebücher
2,JE.C,Erstes Lesealter
3,JE.CB,ErstleserInnenbücher - mit Bildern lesen lernen
3,JE.CG,ErstleserInnenbücher in Großbuchstaben
3,JE.CH,ErstleserInnenbücher in Schreibschrift
3,JE.CM,Miteinander lesen
3,JE.CO,Fortgeschrittene LeseanfängerInnen
3,JE.CS,Sachwissen für Leseanfänger
2,JE.D,Kriminalromane
3,JE.DH,Historische Kriminalromane
3,JE.DR,Ratekrimis
2,JE.E,Vereinfachte Lesetexte für Jugendliche
2,JE.F,Familie
2,JE.G,Geschichte
3,JE.GA,Urgeschichte
3,JE.GB,Altertum
3,JE.GC,Mittelalter
3,JE.GD,Neuzeit
3,JE.GE,Geschichte ab dem 20. Jahrhundert
2,JE.H,"Heitere Romane, Humor und Satiren"
2,JE.J,Fantasy
2,JE.K,"Kunst, Literatur"
2,JE.L,Liebe
2,JE.M,"Mystery, Grusel- und Gespenstergeschichten, Hexengeschichten, Magie"
2,JE.N,"Naturerlebnisse, Tiergeschichten"
3,JE.NP,Pferdegeschichten
2,JE.O,Comicromane
2,JE.P,"Religion, Philosophie"
2,JE.R,"Reise, fremde Kulturen"
3,JE.RK,Abenteuerromane
2,JE.S,Sport
2,JE.T,"Gesellschaft, Psychologie, Krankheit"
3,JE.TB,Beziehung
3,JE.TG,Gefühle
3,JE.TK,Krankheit und Behinderung
3,JE.TP,Gesellschaftspolitische Themen
3,JE.TS,Schule und Kindergarten
3,JE.TT,Trennung
2,JE.U,"Utopien, Science-Fiction"
2,JE.V,Hypertextgeschichten
2,JE.W,Witze für Kinder
2,JE.X,Feste im Jahreslauf
3,JE.XO,Ostern
3,JE.XW,Weihnachten
1,JF,Fremdsprachige Literatur
2,JF.E,Englisch
3,JF.EE,Erstleser
2,JF.K,Skandinavische Sprachen
3,JF.KE,Erstleser
2,JF.R,Romanische Sprachen
3,JF.RF,Französisch
4,JF.RFE,Erstleser
3,JF.RI,Italienisch
4,JF.RIE,Erstleser
3,JF.RS,Spanisch
4,JF.RSE,Erstleser
2,JF.S,Slawische Sprachen
3,JF.SA,Slowakisch
4,JF.SAE,Erstleser
3,JF.SK,Kroatisch
4,JF.SKE,Erstleser
3,JF.SO,Slowenisch
4,JF.SOE,Erstleser
3,JF.SP,Polnisch
4,JF.SPE,Erstleser
3,JF.SR,Russisch
4,JF.SRE,Erstleser
3,JF.SS,Serbokroatisch und Serbisch
4,JF.SSE,Erstleser
3,JF.ST,Tschechisch
4,JF.STE,Erstleser
2,JF.V,Weitere Sprachen
3,JF.VT,Türkisch
4,JF.VTE,Erstleser
1,JG,"Geschichte, Gesellschaft"
2,JG.A,Urgeschichte
2,JG.B,Altertum
2,JG.C,Mittelalter
2,JG.D,Neuzeit
2,JG.E,Geschichte ab dem 20. Jahrhundert
2,JG.H,Entdeckungsgeschichte
2,JG.I,"Gesellschaft, Politik, Wirtschaft"
3,JG.IG,Menschenrechte
3,JG.IK,Entwicklungsländer
2,JG.L,Geschichte einzelner Länder und Kontinente
3,JG.LE,Europa
3,JG.LF,Afrika
3,JG.LM,Amerika
3,JG.LO,Österreich
3,JG.LS,"Asien, Australien und Ozeanien"
2,JG.Q,Biographien
3,JG.QO,Österreich
2,JG.V,Vermischtes
1,JH,Theaterstücke
1,JK,"Kunst, Literatur"
2,JK.B,Bildende Kunst
2,JK.E,Architektur
2,JK.L,Literatur
2,JK.M,Musik
3,JK.MK,Klassik
3,JK.MP,Popmusik
2,JK.Q,Biographien
3,JK.QB,Bildende Kunst
3,JK.QL,Literatur
3,JK.QM,Musik
3,JK.QT,"Film, Theater, Tanz"
2,JK.T,"Darstellende Kunst: Film, Theater, Tanz, Zirkus"
2,JK.V,Vermischte Schriften
1,JL,Lyrik
1,JM,"Märchen, Sagen"
2,JM.M,"Klassische Märchen, Fabeln"
3,JM.ML,Märchen aus aller Welt
2,JM.S,"Sagen, Legenden"
3,JM.SP,Religiöse Sagen und Legenden
1,JN,Natur und Mensch
2,JN.B,Biologie
3,JN.BE,Evolution
3,JN.BG,Gentechnik
3,JN.BL,Lebensräume
3,JN.BU,Umwelt- und Artenschutz
2,JN.C,Chemie
2,JN.E,"Erde, Geologie, Naturkatastrophen"
3,JN.EG,"Mineralogie, Geologie"
3,JN.EW,Wetterkunde
2,JN.F,"Pflanzen, Garten"
2,JN.M,Mensch
3,JN.MA,"Sexualität, Pubertät"
3,JN.ME,"Entspannung, Meditation"
3,JN.MK,"Gesundheit, Krankheit"
3,JN.MS,"Sucht, Drogen"
2,JN.P,Physik
2,JN.Q,Biographien
2,JN.R,"Methoden, Experimente"
2,JN.S,"Weltall, Astronomie, Raumfahrt"
2,JN.T,Tiere
3,JN.TD,"Dinosaurier, prähistorische Tiere"
3,JN.TF,"Fische, Meeressäuger"
3,JN.TH,Haustiere
3,JN.TR,"Reptilien, Amphibien"
3,JN.TS,Säugetiere
3,JN.TV,Vögel
3,JN.TW,Wirbellose Tiere
2,JN.V,Vermischte Schriften
1,JP,"Psychologie, Pädagogik, Religion, Philosophie"
2,JP.E,Pädagogik
2,JP.F,"Philosophie, Ideengeschichte"
2,JP.O,"Esoterik, Okkultismus, Astrologie"
2,JP.P,Psychologie
3,JP.PG,Gewalt
2,JP.Q,Biographien
2,JP.R,"Religionen, Mythen"
3,JP.RB,Buddhismus
3,JP.RC,Christentum
3,JP.RH,Hinduismus
3,JP.RI,Islam
3,JP.RJ,Judentum
3,JP.RO,"Weitere Religionen, religiöse Gruppen und Sekten"
2,JP.V,Vermischte Schriften
2,JP.X,Feste im Jahreslauf
3,JP.XO,Ostern
3,JP.XW,Weihnachten
1,JR,"Reisen, Geographie, Kulturen"
2,JR.A,"Karten, Atlanten"
2,JR.E,Europa
3,JR.EO,Österreich
2,JR.F,Afrika
2,JR.I,Asien
2,JR.L,"Australien, Ozeanien"
2,JR.M,Amerika
2,JR.P,Polargebiete
2,JR.Q,Biographien
2,JR.V,Vermischte Schriften
1,JS,"Sport, Freizeit, Hobbies"
2,JS.B,Basteln
2,JS.F,Spiele
2,JS.I,"Rätsel, Quiz"
2,JS.K,Künstlerische Hobbies
2,JS.Q,Biographien
2,JS.S,"Sport, Bewegung"
3,JS.SF,Fußball
3,JS.SR,Reiten
2,JS.U,Zaubern
2,JS.V,Vermischte Schriften
2,JS.X,Feste im Jahreslauf
3,JS.XO,Ostern
3,JS.XW,Weihnachten
1,JT,Technik
2,JT.C,"Computer, Elektronik"
2,JT.E,Energie
2,JT.K,Verkehr
2,JT.Q,Biographien
2,JT.T,"Kommunikation, Schrift, Medien, Fototechnik"
2,JT.V,Vermischte Schriften
1,JV,Sonstige Sachthemen
2,JV.B,"Berufe, Lebenswelt, Alltag"
2,JV.K,"Ernährung, Kochen"
2,JV.L,"Lernen, Schule"
3,JV.LA,Vorschule
3,JV.LD,Deutsch
3,JV.LE,Englisch
3,JV.LM,Mathematik
3,JV.LO,Andere Fächer
2,JV.Q,Weitere Biographien
3,JV.QS,Biographische Sammlungen verschiedener Sachgebiete
2,JV.R,Ratgeber für Kinder und Jugendliche
2,JV.S,"Sprache, Sprachspiele, Sprechübungen"
0,K,Kunst. Musik. Film. Theater. Tanz
1,KB,Bildende Kunst
2,KB.A,Kunstwissenschaft: Allgemeine und einführende Schriften
3,KB.AA,Kunstbetrachtung und -kritik
3,KB.AB,Ausbildung und Beruf
3,KB.AP,Kunstpsychologie und -soziologie
2,KB.B,"Kunstgeschichte: Barock, Rokoko"
2,KB.C,"Theorie und Geschichte von Grafik, Zeichnung, Comic und Druckgrafik"
3,KB.CC,Comics für Erwachsene
3,KB.CK,"Cartoon, Karikatur"
2,KB.D,"Theorie und Geschichte des Designs, Industriedesigns, Grafikdesigns und der Plakatkunst"
3,KB.DG,"Grafikdesign, Plakatkunst"
3,KB.DI,Industriedesign
2,KB.E,Architektur
3,KB.EA,Einzelthemen
4,KB.EAT,Gebäudetypen
3,KB.EG,Architekturgeschichte
4,KB.EGR,Architekturgeschichte nach geographischen Räumen
4,KB.EGS,Einzelne Stile und Epochen der Architekturgeschichte
3,KB.EI,Innenarchitektur
3,KB.EL,Landschaftsarchitektur
3,KB.ES,Stadtplanung
3,KB.ET,Architekturtheorie
2,KB.F,"Künstlerische Gestaltungslehre, Kunstpädagogik: Anleitungen"
3,KB.FG,Grafische Techniken
3,KB.FM,Maltechniken
4,KB.FMA,Acryl
4,KB.FMB,Airbrush
4,KB.FMO,Öl
4,KB.FMP,Pastell
4,KB.FMU,Aquarell
3,KB.FP,Plastische Techniken
3,KB.FS,Sonstige Techniken
2,KB.G,"Kunstgeschichte: Frühchristliche, germanische, altslawische und byzantinische Kunst"
3,KB.GB,Byzantinische und altslawische Kunst
3,KB.GC,Frühchristliche Kunst
3,KB.GG,Germanische und keltische Kunst
2,KB.H,Theorie und Geschichte des Kunsthandwerks
3,KB.HG,Glaskunst
3,KB.HH,"Holzkunst, Möbelkunst"
3,KB.HK,Keramikkunst
3,KB.HM,"Metallkunst, Schmuckkunst"
4,KB.HMU,Uhrmacherkunst
3,KB.HT,Textilkunst
3,KB.HW,Kunsthandwerk mit mehreren und mit weiteren einzelnen Materialien
2,KB.I,Kunstgeschichte: Mittelalter
3,KB.IG,Gotik
3,KB.IR,Romanik
2,KB.J,"Kunstgeschichte: Jugendstil, Jahrhundertwende"
2,KB.K,"Kunstpflege, Kunstmarkt, Kunstsammeln, Denkmalpflege"
3,KB.KD,"Denkmalpflege, Denkmalschutz, Restaurierung"
3,KB.KM,"Kunstmarkt, Kunsthandel, Museum"
2,KB.L,Volkskunst
2,KB.M,Theorie und Geschichte der Malerei
2,KB.N,"Kunstgeschichte: Klassizismus, Romantik, Biedermeier, Realismus, Impressionismus"
2,KB.O,Kunstgeschichte und Kunststätten: Europa
3,KB.OC,"Schweiz, Liechtenstein"
3,KB.OD,Deutschland
3,KB.OF,Frankreich
3,KB.OG,"Großbritannien, Irland"
3,KB.OH,Südosteuropa
3,KB.OI,"Italien, Malta"
3,KB.OK,Skandinavien
3,KB.OM,"Tschechien, Slowakei, Ungarn, Polen"
3,KB.ON,"Belgien, Niederlande, Luxemburg"
3,KB.OO,Österreich
4,KB.OOB,Burgenland
4,KB.OOK,Kärnten
4,KB.OOM,Steiermark
4,KB.OON,Niederösterreich
4,KB.OOO,Oberösterreich
4,KB.OOS,Salzburg
4,KB.OOT,Tirol
4,KB.OOV,Vorarlberg
4,KB.OOW,Wien
3,KB.OS,"Spanien, Portugal"
3,KB.OV,Nachfolgestaaten der Sowjetunion
2,KB.P,Theorie und Geschichte der Plastik
2,KB.Q,"Biographisches, Sekundärliteratur"
3,KB.QA,Architektur
4,KB.QAS,"Sammelbiographien, Sammeldarstellungen"
4,KB.QAW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
3,KB.QB,Bildende Kunst
4,KB.QBS,"Sammelbiographien, Sammeldarstellungen"
4,KB.QBW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
3,KB.QH,"Kunstgeschichte, Kunstwissenschaft, Kunstkritik"
4,KB.QHS,"Sammelbiographien, Sammeldarstellungen"
4,KB.QHW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
3,KB.QO,Angewandte Kunst
4,KB.QOS,"Sammelbiographien, Sammeldarstellungen"
4,KB.QOW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
3,KB.QU,Kunstfotografie
4,KB.QUS,"Sammelbiographien, Sammeldarstellungen"
4,KB.QUW,"Erlebnisberichte, biographische und autobiographische Darstellungen sonstiger Personen"
