level,notation,prefLabel,scopeNote
3,24.61,Vocale muziek,Hierbij: vocaal-instrumentale muziek
3,24.62,"Operamuziek, operettemuziek",
3,24.63,"Toneelmuziek, filmmuziek, balletmuziek, dansmuziek",
3,24.64,Instrumentale muziek,"Verwijzing: voor de afzonderlijke muziekinstrumenten en hun muziek, zie: 24.80-24.89 (muziekinstrumenten en hun muziek)"
3,24.65,"Populaire muziek, amusementsmuziek","Hierbij: blues, jazz, chanson"
3,24.66,Liturgische muziek,Hierbij: geestelijke muziek
3,24.68,"Muziekvormen, muziekgenres: overige",Hierbij: elektronische muziek
2,24.69,Historische muziekwetenschap: overige,
1,24.70,Etnomusicologie,Hierbij: Europese volksmuziek
1,24.75,Muziektheorie: algemeen,
2,24.76,Compositieleer,"Hierbij: contrapunt, instrumentatie, harmonieleer, vormleer"
2,24.77,Interpretatie,"Hierbij: editie, notatie, uitvoeringspraktijk"
2,24.78,"Stijlanalyse, structuuranalyse",
2,24.79,Muziektheorie: overige,
1,24.80,Muziekinstrumenten en hun muziek: algemeen,Toelichting: bouw en kenmerken van de instrumenten en de techniek van het bespelen
2,24.81,Toetsinstrumenten,"Hierbij: beiaard, clavecimbel, orgel, piano"
2,24.82,Snaarinstrumenten,
2,24.83,Blaasinstrumenten,
2,24.84,Slaginstrumenten,Hierbij: effectinstrumenten
2,24.85,"Mechanische muziekinstrumenten, elektronische muziekinstrumenten",
3,24.86,Zangstem,Toelichting: stem en stemtechniek
2,24.89,Muziekinstrumenten en hun muziek: overige,
1,24.99,Muziekwetenschap: overige,
0,30.00,Exacte wetenschappen: algemeen,
1,30.01,Geschiedenis van de exacte wetenschappen,
1,30.02,Filosofie en theorie van de exacte wetenschappen,
1,30.03,"Methoden, technieken en organisatie van exact wetenschappelijk onderzoek",
1,30.04,"Onderwijs, beroepsuitoefening, organisaties",
1,30.10,"Cybernetica, systeemtheorie","Hierbij: operations research; Verwijzing: voor regeltechniek, zie: 50.20 (technische wetenschappen in het algemeen; meet- en regeltechniek: algemeen)"
1,30.20,Multidisciplinaire interessegebieden,
1,30.30,Exacte wetenschappen in relatie tot andere gebieden van wetenschap en cultuur,
1,30.99,Exacte wetenschappen: overige,
0,31.00,Wiskunde: algemeen,
1,31.01,Geschiedenis van de wiskunde,
1,31.02,Filosofie en theorie van de wiskunde,"Verwijzing: voor logica, argumentatieleer, zie: 08.33 (filosofie; logica, argumentatieleer)"
1,31.04,"Onderwijs, beroepsuitoefening, organisaties",
1,31.10,"Logica, verzamelingsleer",
1,31.11,"Geordende algebra, algemene mathematische systemen",
1,31.12,Combinatoriek,
1,31.14,Getallentheorie,
1,31.20,Algebra: algemeen,
2,31.21,Groepentheorie,"Verwijzing: voor topologische groepen en Liegroepen, zie: 31.30 (topologische groepen, Liegroepen)"
2,31.23,"Ringen, algebra's",
2,31.24,"Lichamen, polynomen",
2,31.25,"Lineaire algebra, multilineaire algebra",
2,31.27,Categorietheorie,Hierbij: homologische algebra
2,31.29,Algebra: overige,
1,31.30,"Topologische groepen, Liegroepen",
1,31.35,Harmonische analyse,"Hierbij: Fourieranalyse, speciale functies"
1,31.40,Analyse: algemeen,
2,31.41,Reële analyse,"Hierbij: maattheorie, integratietheorie"
2,31.42,Functies van één complexe variabele,Hierbij: potentiaaltheorie
2,31.43,Functies van meerdere complexe variabelen,Hierbij: theorie van de analytische ruimten
2,31.44,Gewone differentiaalvergelijkingen,
2,31.45,Partiële differentiaalvergelijkingen,
2,31.46,Functionaalanalyse,"Hierbij: operatortheorie, integraalvergelijkingen, integraaltransformaties, operational calculus"
2,31.48,Variatierekening,
2,31.49,Analyse: overige,"Hierbij: reeksen; Verwijzing: voor globale analyse, zie: 31.55 (globale analyse)"
1,31.50,Meetkunde: algemeen,
2,31.51,Algebraïsche meetkunde,
2,31.52,Differentiaalmeetkunde,
2,31.55,Globale analyse,
2,31.59,Meetkunde: overige,"Verwijzing: voor differentiaaltopologie, zie 31.65 (variëteiten, celcomplexen)"
1,31.60,Topologie: algemeen,
2,31.61,Algebraïsche topologie,Hierbij: k-theorie
2,31.65,"Variëteiten, celcomplexen",Hierbij: differentiaaltopologie
2,31.69,Topologie: overige,
1,31.70,Waarschijnlijkheidsrekening,
1,31.73,Mathematische statistiek,"Verwijzing: voor toepassingen van de statistiek binnen bepaalde vakgebieden, zie de betreffende vakgebieden"
1,31.76,Numerieke analyse,
1,31.80,Toepassingen van de wiskunde,"Verwijzing: voor toepassingen van de wiskunde binnen bepaalde vakgebieden, zie de betreffende vakgebieden"
2,31.81,Mathematische fysica,
1,31.99,Wiskunde: overige,
0,33.00,Natuurkunde: algemeen,
1,33.01,Geschiedenis van de natuurkunde,
1,33.02,Filosofie en theorie van de natuurkunde,
1,33.03,"Meetmethoden, meettechnieken, instrumentatie",
1,33.04,"Onderwijs, beroepsuitoefening, organisaties",
1,33.06,Wiskundige methoden,
1,33.08,Fysische informatica,Toelichting: computational physics
1,33.10,Klassieke fysica: algemeen,
2,33.11,Klassieke mechanica,
2,33.12,Akoestiek,
2,33.14,"Vloeistofdynamica, transportverschijnselen in gassen en vloeistoffen, reologie",Hierbij: transportverschijnselen in gassen en vloeistoffen
2,33.16,Elektromagnetisme,Hierbij: klassieke veldentheorie
2,33.18,Klassieke optica,"Verwijzing: voor moderne optica, zie: 33.38 (moderne optica)"
2,33.19,Klassieke fysica: overige,
1,33.20,Modern klassieke fysica: algemeen,
2,33.21,"Relativiteit, gravitatie",
2,33.23,Kwantumfysica,Toelichting: kwantummechanica
2,33.25,Thermodynamica,"Verwijzing: voor chemische thermodynamica, zie: 35.12 (scheikunde; chemische thermodynamica, fasenleer)"
2,33.26,Statistische fysica,
2,33.27,Niet-lineaire dynamica,
2,33.29,Modern klassieke fysica: overige,
1,33.30,"Atoomfysica, molecuulfysica: algemeen",
2,33.31,Elektronenstructuur van atomen en moleculen: theorie,
2,33.32,"Atoomspectra, interacties met fotonen",
2,33.33,"Molecuulspectra, interacties met fotonen",
2,33.34,"Botsingen, interacties",
2,33.35,"Atoomconstanten, molecuulconstanten",
2,33.36,Bijzondere atomen en moleculen,
2,33.38,Moderne optica,"Hierbij: niet-lineaire optica, Lasers, Masers"
2,33.39,"Atoomfysica, molecuulfysica: overige",
1,33.40,Kernfysica: algemeen,
2,33.41,Kernstructuur,
2,33.43,"Radioactiviteit, elektromagnetische overgangen",
2,33.44,"Kernreacties, kernverstrooiing: theorie",
2,33.45,"Specifieke kernreacties, specifieke kernverstrooiing",
2,33.46,Hoge-energiekernfysica,
2,33.47,Specifieke eigenschappen van kernen,Toelichting: kernconstanten
2,33.48,Reactorfysica,
2,33.49,Kernfysica: overige,
1,33.50,Fysica van elementaire deeltjes en velden: algemeen,
2,33.51,Kwantumveldentheorie,"Hierbij: relativistische kwantummechanica, renormalisatietheorie"
2,33.52,Speciale theorieën,Hierbij: standaardmodel
2,33.54,Speciale theorieën bij extreem hoge energieën,"Hierbij: stringtheorie, conforme veldentheorie"
2,33.56,"Eigenschappen van specifieke deeltjes, resonanties",
2,33.58,Specifieke reacties,
2,33.59,Fysica van elementaire deeltjes en velden: overige,
1,33.60,Gecondenseerde materie: algemeen,Toelichting: vaste-stoffysica
2,33.61,Structuur van vloeistoffen en vaste stoffen,"Verwijzing: voor kristallografie, zie 51.10 (materiaalkunde; kristallografie)"
2,33.62,"Mechanische eigenschappen, akoestische eigenschappen",
2,33.63,Roosterdynamica,
2,33.64,"Toestandsvergelijkingen, fasenovergangen",
2,33.65,"Thermische eigenschappen, diffusie",
2,33.67,"Kwantumvloeistoffen, kwantum vaste stoffen",Hierbij: vloeibaar en vast helium
2,33.68,"Oppervlakken, grenslagen, dunne lagen","Is: 51.22 (materiaalkunde; oppervlakken, grenslagen, dunne lagen)"
2,33.71,Elektronentoestanden,
2,33.72,Elektronisch transport in gecondenseerde materie,
2,33.73,"Elektronenstructuur en elektrische eigenschappen van oppervlakken, grenslagen en dunne lagen",
2,33.74,Supergeleiding,
2,33.75,"Magnetische eigenschappen, magnetische materialen",
2,33.76,"Magnetische resonantie, magnetische relaxatie, Mössbauereffect",
2,33.77,"Diëlektrische en optische eigenschappen, spectroscopie",
2,33.78,"Elektronenemissie, ionenemissie",
2,33.79,Gecondenseerde materie: overige,
1,33.80,"Plasma's, elektrische ontladingen",
1,33.90,Interdisciplinaire onderwerpen: algemeen,"Verwijzing: voor elektrotechniek, zie 53. (elektrotechniek); Verwijzing: voor fysische chemie, zie 35.10-35.19 (scheikunde; fysische chemie)Verwijzing: voor materiaalkunde, zie 51. (materiaalkunde); Verwijzing: voor mathematische fysica, zie: 31.81 (wiskunde; mathematische fysica)"
2,33.93,Biofysica,"Is: 42.12 (biologie; biofysica)Verwijzing: voor medische fysica, zie: 44.31 (geneeskunde; medische fysica)"
2,33.95,Astrofysica,Hierbij: kosmische straling;  Is: 39.22 (astronomie; astrofysica)
2,33.98,Interdisciplinaire onderwerpen: overige,
1,33.99,Natuurkunde: overige,
0,35.00,Scheikunde: algemeen,"Verwijzing: voor milieuchemie, zie: 43.12 (milieukunde; milieuchemie); Verwijzing: voor procestechnologie, zie: 58. (procestechnologie)"
1,35.01,Geschiedenis van de scheikunde,
1,35.02,Filosofie en theorie van de scheikunde,"Verwijzing: voor theoretische chemie, zie: 35.11 (quantumchemie, chemische binding)"
1,35.04,"Onderwijs, beroepsuitoefening, organisaties",
1,35.05,"Mathematische methoden, statistische methoden",Hierbij: chemometrie
1,35.06,Computertoepassingen,
1,35.07,Laboratoriumtechniek,
1,35.08,Veiligheid in het laboratorium,Hierbij: veiligheidsgegevens van chemicaliën
1,35.09,Alchemie,
1,35.10,Fysische chemie: algemeen,
2,35.11,"Kwantumchemie, chemische binding",Hierbij: computational chemistry;  Hierbij: theoretische chemie
2,35.12,"Chemische thermodynamica, fasenleer","Verwijzing: voor fasenovergangen, zie: 33.64 (natuurkunde; toestandsvergelijkingen, fasenovergangen)"
2,35.13,Reactiedynamica,
2,35.14,Elektrochemie,
2,35.15,Radiochemie,
2,35.16,Fotochemie,
2,35.17,Katalyse,"Verwijzing: voor industriële katalyse, zie: 58.14 (procestechnologie; chemische processen)"
2,35.18,"Colloïdchemie, grensvlakchemie",Hierbij: oppervlaktechemie
2,35.19,Fysische chemie: overige,
1,35.20,Analytische chemie: algemeen,"Verwijzing: voor analysemethoden in de biochemie, zie: 35.71 (biochemische methoden); Verwijzing: voor chemometrie, zie: 35.05 (mathematische methoden, statistische methoden); Verwijzing: voor oppervlakteanalyse, zie: 51.22 (materiaalkunde; oppervlakken, grenslagen, dunne lagen)"
2,35.21,Automatisering in de chemische analyse,"Hierbij: sensoren; Verwijzing: voor automatisering van de afzonderlijke analytisch chemische technieken, zie de betreffende technieken"
2,35.22,Klassieke analytische chemie,"Hierbij: thermische analyse, titrimetrie, volumetrie, gravimetrie, complexometrie"
2,35.24,Elektrochemische analyse,
2,35.25,Spectrochemische analyse,"Hierbij: NMR, ESR, colorimetrie"
2,35.27,Massaspectrometrie,
2,35.28,Radiochemische analyse,
2,35.29,"Chromatografische analyse, elektroforese",
2,35.31,Anorganische analyse,
2,35.33,Organische analyse,
2,35.35,"Chemische analyse van lucht, water en bodem",
2,35.39,Analytische chemie: overige,
1,35.40,Anorganische chemie: algemeen,"Verwijzing: voor materiaalkunde, zie: 51. (materiaalkunde)"
2,35.41,Fysische anorganische chemie,"Hierbij: reactiemechanismen, stereochemie"
2,35.42,Anorganische synthesen,
2,35.43,Coördinatieverbindingen,
2,35.44,"Alkalimetalen, aardalkalimetalen en hun verbindingen","Toelichting: Li, Na, K, Rb, Cs, Fr, Be, Mg, Ca, Sr, Ba en Ra"
2,35.45,Overgangsmetalen en hun verbindingen,"Toelichting: elementen met de atoomnummers 21 t/m 29, 39 t/m 47, 57 t/m 79, 89 en hoger"
2,35.46,Halogenen en hun verbindingen,"Toelichting: F, Cl, Br, I en At"
2,35.47,Chalcogenen en hun verbindingen,"Toelichting: O, S, Se, Te en Po"
2,35.48,Anorganische verbindingen: overige,
2,35.49,Anorganische chemie: overige,
1,35.50,Organische chemie: algemeen,
2,35.51,Fysische organische chemie,"Hierbij: reactiemechanismen, stereochemie"
2,35.52,Organische synthesen,
2,35.53,Supramoleculaire chemie,
2,35.55,Alifatische verbindingen,
2,35.57,Homocyclische verbindingen,Hierbij: aromatische homocyclische verbindingen
2,35.59,Heterocyclische verbindingen,Hierbij: aromatische heterocyclische verbindingen
2,35.60,Organometaalchemie,
2,35.61,Functionele groepen,
2,35.62,"Aminozuren, peptiden, eiwitten",
2,35.63,Koolhydraten,
2,35.65,Nucleïnezuren,
2,35.66,"Terpenen, steroïden, alkaloïden",
2,35.68,Organische verbindingen: overige,
2,35.69,Organische chemie: overige,
1,35.70,Biochemie: algemeen,
2,35.71,Biochemische methoden,
2,35.72,Bio-energetica,
2,35.73,Moleculaire genetica,
2,35.74,"Enzymen, hormonen, vitaminen",
2,35.75,"Eiwitten, nucleïnezuren",
2,35.79,Biochemie: overige,
1,35.80,Macromoleculaire chemie,"Hierbij: polymeerchemie, polymerisatie; Verwijzing: voor materiaalkundige aspecten, zie: 51.70 (materiaalkunde; polymeren); Verwijzing: voor polymeertechnologie, zie: 58.22 (procestechnologie; polymeertechnologie)"
1,35.90,Vastestofchemie,
1,35.99,Scheikunde: overige,
0,38.00,Aardwetenschappen: algemeen,
1,38.01,Geschiedenis van de aardwetenschappen,
1,38.03,Methoden en technieken in de aardwetenschappen,"Hierbij: fotogeologie, satellietwaarnemingen, radarmethoden"
1,38.04,"Onderwijs, beroepsuitoefening, organisaties",
1,38.09,Fysische geografie,"Verwijzing: voor (sociale) geografie, zie: 74.00-74.29 (geografie, sociale geografie)"
1,38.10,Geologie: algemeen,
2,38.15,Historische geologie: algemeen,
3,38.16,Stratigrafie,
3,38.17,Geochronologie,
3,38.19,Historische geologie: overige,
2,38.20,Paleontologie: algemeen,
3,38.21,"Paleobotanie, palynologie",
3,38.22,Paleozoölogie,
3,38.23,Paleo-ecologie,
3,38.24,Paleontologie: overige,
2,38.25,Petrologie: algemeen,Toelichting: gesteentenkunde
3,38.26,Stollingsgesteenten,
3,38.27,Metamorfe gesteenten,
3,38.28,Sedimentaire gesteenten,
3,38.29,Petrologie: overige,
2,38.30,Mineralogie,Hierbij: afzonderlijke mineralen
2,38.32,Geochemie,
2,38.35,Endogene geologie: algemeen,
3,38.36,Tektoniek,
3,38.37,Vulkanologie,
3,38.38,Seismologie,
3,38.39,Endogene geologie: overige,
2,38.40,Exogene geologie: algemeen,
3,38.41,Sedimentatie,
3,38.42,Erosie,
3,38.43,Gletsjerkunde,
3,38.44,Exogene geologie: overige,
2,38.45,Geomorfologie: algemeen,
3,38.46,"Karstverschijnselen, speleologie",
3,38.47,Glaciale morfologie,"Verwijzing: voor glaciale geologie, zie: 38.15 (historische geologie: algemeen)"
3,38.49,Geomorfologie: overige,
2,38.50,Delfstoffengeologie: algemeen,
3,38.51,Geologie van fossiele brandstoffen,"Verwijzing: voor mijnbouw, zie: 57. (mijnbouwkunde)"
3,38.52,Ertsgeologie,
3,38.54,Delfstoffengeologie: overige,
2,38.55,Regionale geologie,
2,38.58,Gesteentemechanica,
2,38.59,Geologie: overige,Hierbij: toegepaste geologie
1,38.60,Bodemkunde,"Verwijzing: voor landbouwkundige aspecten, zie: 48.32 (landbouwwetenschappen; bodemkunde, landevaluatie)"
1,38.70,Geofysica: algemeen,
2,38.71,"Aardmagnetisme, aardelektriciteit, aardwarmte",Hierbij: poollicht
2,38.72,Seismometrie,
2,38.73,Geodesie,"Toelichting: hier uitsluitend landmeetkunde; Verwijzing: voor cartografie, zie: 74.30-74.49 (cartografie)"
2,38.79,Geofysica: overige,
1,38.80,Meteorologie: algemeen,
2,38.81,Atmosfeer,"Verwijzing: voor poollicht, zie: 38.71 ( aardmagnetisme, aardelektriciteit, aardwarmte)"
2,38.82,Klimatologie,
2,38.84,Meteorologie: overige,
1,38.85,Hydrologie: algemeen,
2,38.86,Grondwater,
2,38.87,Oppervlaktewater,
2,38.89,Hydrologie: overige,
1,38.90,Oceanografie,
1,38.95,"Milieugeologie, geo-ecologie",
1,38.99,Aardwetenschappen: overige,
0,39.00,Astronomie: algemeen,"Verwijzing: voor methoden en technieken in de astronomie, zie: 39.10 (praktische astronomie)"
1,39.01,Geschiedenis van de astronomie,Hierbij: antieke astrologie
1,39.02,Filosofie en theorie van de astronomie,
1,39.04,"Onderwijs, beroepsuitoefening, organisaties",
1,39.10,Praktische astronomie: algemeen,Hierbij: methoden en technieken van de astronomie
2,39.11,"Astronomische waarnemingen, observatoria, planetaria",
2,39.12,Astronomische instrumenten,
2,39.13,Radioastronomie,
2,39.19,Praktische astronomie: overige,
1,39.20,Theoretische astronomie: algemeen,
2,39.21,Astrodynamica,
2,39.22,Astrofysica,Hierbij: kosmische straling;  Is: 33.95 (natuurkunde; astrofysica)
2,39.23,Hemelmechanica,
2,39.24,Exobiologie,Is: 42.22 (biologie; exobiologie)
2,39.29,Theoretische astronomie: overige,
1,39.30,Kosmologie,"Hierbij: kosmogonie; Verwijzing: voor de filosofische benadering, zie: 08.46 (filosofie; natuurfilosofie)"
1,39.40,"Sterrenstelsels, sterren: algemeen",
2,39.41,Extragalactische stelsels,
2,39.42,Melkwegstelsel,
2,39.43,Interstellaire materie,Hierbij: kosmische materie
2,39.49,"Sterrenstelsels, sterren: overige",
1,39.50,Zonnestelsel: algemeen,
2,39.51,Zon,
2,39.52,Maan,
2,39.53,Planeten,
2,39.54,Interplanetaire materie,"Hierbij: kometen, meteoren"
2,39.59,Zonnestelsel: overige,
1,39.99,Astronomie: overige,
0,42.00,Biologie: algemeen,
1,42.01,Geschiedenis van de biologie,
1,42.02,Filosofie en theorie van de biologie,Hierbij: bio-ethiek
1,42.03,Methoden en technieken van de biologie,"Hierbij: microscopie; Verwijzing: voor toepassing van statistiek in de biologie, zie: 42.11 (biomathematica)"
1,42.04,"Onderwijs, beroepsuitoefening, organisaties",
1,42.05,Natuurlijke historie,Hierbij: natuurbeschrijvingen
1,42.10,Theoretische biologie,"Hierbij: modellen, taxonomie in het algemeen"
1,42.11,Biomathematica,"Hierbij: biostatistiek, biometrie"
1,42.12,Biofysica,"Is: 33.93 (natuurkunde; biofysica)Verwijzing: voor medische fysica, zie: 44.31 (geneeskunde; medische fysica)"
1,42.13,Moleculaire biologie,"Verwijzing: voor biochemie, zie: 35.70-35.79 (scheikunde; biochemie)"
1,42.14,Radiobiologie,
1,42.15,"Cytologie, celbiologie, celfysiologie","Hierbij: microbiële genetica, membranen, receptoren"
1,42.16,Celmorfologie,"Hierbij: cytohistochemie, celkweek; Verwijzing: voor celdeling en celdifferentiatie, zie: 42.23 (embryologie, ontwikkelingsbiologie)"
1,42.17,Algemene fysiologie,"Hierbij: groei, veroudering, bioritmen, homeostase, adaptatie, thermobiologie, biometeorologie; Verwijzing: voor dierfysiologie, zie: 42.63 (dierfysiologie); Verwijzing: voor fysiologie van de mens, zie: 44.37 (geneeskunde; fysiologie); Verwijzing: voor plantenfysiologie, zie: 42.42 (plantenfysiologie); Verwijzing: voor veterinaire fysiologie, zie 46.12 (diergeneeskunde; veterinaire fysiologie)"
1,42.18,Algemene endocrinologie,
1,42.20,Genetica,"Verwijzing: voor genetica van de mens, zie: 44.48 (geneeskunde; medische genetica); Verwijzing: voor genetica van dieren, zie: 42.64 (dierengenetica); Verwijzing: voor microbiële genetica, zie: 42.15 (cytologie, celbiologie, celfysiologie); Verwijzing: voor plantengenetica, zie: 42.43 (plantengenetica); Verwijzing: voor technische aspecten van genetische manipulatie, modificatie, zie: 58.30 (procestechnologie; biotechnologie)"
1,42.21,Evolutie,"Verwijzing: voor evolutie van de mens, zie: 42.85 (fysische antropologie); Verwijzing: voor paleontologie, zie: 38.20 (aardwetenschappen; paleontologie: algemeen)"
1,42.22,Exobiologie,Is: 39.24 (astronomie; exobiologie)
1,42.23,"Embryologie, ontwikkelingsbiologie",
1,42.24,Voortplanting,"Verwijzing: vootplanting bij de mens, zie: 44.92"
1,42.30,Microbiologie,"Verwijzing: voor biotechnologie en toegepaste microbiologie, zie: 58.31 (procestechnologie; technische microbiologie)"
1,42.31,Immunologie,
1,42.32,Virologie,"Verwijzing: voor virusziekten van de mens, zie: 44.75 (geneeskunde; infectieziekten, parasitaire ziekten); Verwijzing: voor virusziekten van dieren, zie: 46.52 (diergeneeskunde; infectieziekten, parasitaire ziekten); Verwijzing: voor virusziekten van planten, zie: 48.54 (landbouwwetenschappen; planteziektenkunde)"
1,42.33,Bacteriologie,
1,42.34,Mycologie,Hierbij: fungi
1,42.35,Protistologie,"Hierbij: protozoa, ééncellige planten"
1,42.36,Parasitologie,"Verwijzing: voor parasitaire ziekten bij de mens, zie: 44.75 (geneeskunde; infectieziekten, parasitaire ziekten); Verwijzing: voor parasitaire ziekten bij dieren, zie: 46.52 (diergeneeskunde; infectieziekten, parasitaire ziekten)"
1,42.40,Botanie: algemeen,"Hierbij: eetbare planten, geneeskrachtige planten, giftige planten"
2,42.41,Plantenmorfologie,"Hierbij: cel- en weefselleer van planten; Verwijzing: voor pollenmorfologie, -atlassen, zie: 38.21 (aardwetenschappen; paleobotanie, palynologie)"
2,42.42,Plantenfysiologie,Hierbij: fytochemie
2,42.43,Plantengenetica,"Verwijzing: voor plantenveredeling, zie: 48.58 (landbouwwetenschappen; plantenveredeling)"
2,42.44,"Plantengeografie, plantenecologie","Hierbij: populatiedynamica, flora's"
2,42.45,"Plantentuinen, herbaria",
1,42.48,"Plantensystematiek, plantentaxonomie",
2,42.50,Cryptogamae: algemeen,"Toelichting: sporenplanten; Verwijzing: voor Fungi, zie: 42.34 (mycologie, lichenologie)"
3,42.51,Algae,"Toelichting: wieren; Verwijzing: voor de overige Thallophytae, zie: 42.35 (protistologie)"
3,42.52,Bryophyta,Toelichting: mossen
3,42.53,Pteridophyta,Toelichting: varens
2,42.54,Phanerogamae: algemeen,Toelichting: zaadplanten; Hierbij: dendrologie; Toelichting: zaadplanten
3,42.55,Gymnospermae,Toelichting: naaktzadigen
3,42.56,Angiospermae,Toelichting: bedektzadigen
3,42.57,Monocotyledoneae,Toelichting: éénzaadlobbigen
3,42.58,Dicotyledoneae,Toelichting: tweezaadlobbigen
2,42.59,Botanie: overige,Hierbij: publicaties over zaden en reproductieve botanie
1,42.60,Zoölogie: algemeen,
2,42.61,"Cytologie, histologie van dieren",
2,42.62,"Morfologie van dieren, anatomie van dieren, embryologie van dieren",
2,42.63,Dierfysiologie,"Hierbij: vergelijkende fysiologie, fysiologie van afzonderlijke organen"
2,42.64,Dierengenetica,
2,42.65,"Zoögeografie, zoö-ecologie","Hierbij: populatiedynamica, fauna's"
2,42.66,Ethologie,Hierbij: sociobiologie
2,42.67,"Dierentuinen, aquaria, terraria",
1,42.70,"Systematische zoölogie, zoötaxonomie","Toelichting: hier alleen algemene publicaties, Publicaties over specifieke diersoorten, zie aldaar."
2,42.71,Invertebrata: algemeen,Toelichting: ongewervelden
3,42.72,"Porifera, Coelenterata, Echinodermata, Brachyopoda","Hierbij: bryozoa; Toelichting: sponzen, holtedieren, stekelhuidigen, armpotigen, mosdieren"
3,42.73,Mollusca,"Toelichting: weekdieren, schelpdieren"
3,42.74,Arthropoda,"Hierbij: spinnen, mijten; Toelichting: geleedpotigen met uitzondering van insecten"
3,42.75,Insecta,"Hierbij: entomologie; Toelichting: insecten; Verwijzing: voor spinnen, mijten, zie: 42.74 (Arthropoda)"
3,42.76,"Platyhelminthes, Aschelminthes, Annelida","Toelichting: platwormen, rondwormen, gelede wormen"
3,42.79,Invertebrata: overige,
2,42.80,Vertebrata: algemeen,Toelichting: gewervelden
3,42.81,Pisces,Toelichting: vissen
3,42.82,"Amphibia, Reptilia","Toelichting: amfibieën, reptielen"
3,42.83,Aves,Toelichting: vogels
3,42.84,Mammalia,Toelichting: zoogdieren
2,42.85,Fysische antropologie,Toelichting: antropobiologie; de mens als biologisch wezenHierbij: evolutie van de mens; Toelichting: antropobiologie; de mens als biologisch wezen
2,42.89,Zoölogie: overige,
1,42.90,Ecologie: algemeen,"Verwijzing: voor milieukunde, zie: 43. (milieukunde); Verwijzing: voor milieubiologie, zie: 43.11 (milieukunde; milieubiologie); Verwijzing: voor paleo-ecologie, zie: 38.23 (aardwetenschappen; paleo-ecologie)"
2,42.91,Terrestrische ecologie,Hierbij: aerobiologie
2,42.92,Hydrobiologie,
3,42.93,Limnologie,
3,42.94,Mariene biologie,
2,42.95,Natuurbescherming,"Hierbij: bescherming van planten, bescherming van dieren; Verwijzing: voor natuurbeheer, zie: 43.31 (milieukunde; natuurbeheer, landschapsbeheer)"
2,42.97,Ecologie: overige,
1,42.99,Biologie: overige,
0,43.00,Milieukunde: algemeen,Hierbij: algemene milieustatistieken
1,43.01,Geschiedenis van de milieukunde,
1,43.02,Filosofie van de milieukunde,Hierbij: milieuethiek
1,43.03,Methoden en technieken van de milieukunde,"Hierbij: milieuvoorspellingstechnieken, MER-methoden, risico-analyse"
1,43.04,"Onderwijs, beroepsuitoefening, organisaties",Hierbij: milieuvoorlichting
1,43.10,Milieukunde: basiswetenschappen: algemeen,
2,43.11,Milieubiologie,"Verwijzing: voor ecologie, zie: 42.90-42.97 (biologie; ecologie)"
2,43.12,Milieuchemie,"Verwijzing: voor chemische analyse van lucht, water en bodem, zie: 35.35 (scheikunde; chemische analyse van lucht, water en bodem)"
2,43.13,Milieutoxicologie,Hierbij: ecotoxicologie
2,43.14,Milieugezondheidskunde,Is: 44.13 (geneeskunde; milieugezondheidskunde)
2,43.15,Milieutechnologie,"Hierbij: ketenbeheer, schone/duurzame technologie, sanering; Toelichting: in deze rubriek uitsluitend de milieukundige benadering; Verwijzing: voor technische aspecten, zie: 58.50-58.59 (procestechnologie; milieutechnologie)"
2,43.16,Milieurecht,Is: 86.75 (recht; milieurecht)
2,43.17,Milieueconomie,Is: 83.63 (economie; milieueconomie)
2,43.19,Milieukunde: basiswetenschappen: overige,
1,43.30,Milieu- en natuurbeleid: algemeen,
2,43.31,"Natuurbeheer, landschapsbeheer","Hierbij: beheersplannen; Verwijzing: voor natuurbescherming, zie: 42.95 (biologie; natuurbescherming)"
2,43.32,Milieuhygiëne,"Hierbij: rampenplan, milieuveiligheid; Verwijzing: voor arbeidshygiëne, zie: 44.12 (geneeskunde; arbeidsgeneeskunde, bedrijfsgeneeskunde)"
2,43.33,Beheer van natuurlijke hulpbronnen,"Hierbij: grondstoffenbeheer, energiebeheer"
2,43.34,Integrale milieubeleidsinstrumenten,"Hierbij: milieubeleidsplanning, integrale milieuvergunning"
2,43.35,Milieuregulering,"Hierbij: milieuregelgeving, subsidies, (interne) milieuzorgsystemen, (interne) milieuplannen, milieu-audits; Toelichting: zowel overheidsregulering als interne regulering van bedrijven en instellingen; Verwijzing: voor milieurecht, zie: 43.16 (milieurecht)"
2,43.37,Normstelling,"Hierbij: milieukwaliteitseisen, mac-waarden, uitworpnormen, blootstellingsnormen; Verwijzing: voor normstelling met betrekking tot afzonderlijke milieuproblemen, zie: 43.40-43.79 (milieuproblemen)"
2,43.39,Milieu- en natuurbeleid: overige,
1,43.40,Milieuproblemen: algemeen,
2,43.41,Milieuthema's: algemeen,
3,43.42,Specifieke milieuthema's,"Hierbij: verzuring, vermesting, verspreiding, verstoring, (afval)verwijdering, versnippering, verdroging; Verwijzing: voor afvalverwerking, zie: 58.53 (procestechnologie; afvalverwerkingstechnieken)"
3,43.47,Mondiale milieuthema's,"Hierbij: klimaatverandering, verwoestijning, ozonlaag"
3,43.49,Milieuthema's: overige,
