level,notation,prefLabel
2,Te 8.4,"Software- und Systementwicklung. Organisation der
Datenverarbeitung"
2,Te 8.5,"Aufbau, Arbeitsweise und Betrieb von
Datenverarbeitungssystemen"
2,Te 8.6,"Programmierung, Programmiersprachen"
2,Te 8.7,Betriebssysteme und grafische Benutzeroberfläche
2,Te 8.8,"Standardanwendungssoftware einschließlich zugehöriger, Ergänzungsprogramme"
3,Te 8.8.1,Textverarbeitung (z. B. Word)
3,Te 8.8.2,Desktop-Publishing (z. B PageMaker)
3,Te 8.8.3,Tabellenkalkulation (z. B. Excel)
3,Te 8.8.5,"Grafik (z. B. AutoCAD), Präsentation (z. B. Power Point),
Multimedia-Software (z. B. MP3)"
3,Te 8.8.6,Webseitengestaltung (z. B. Frontpage)
3,Te 8.8.7,"E-Mail- und andere Kommunikationssoftware (z. B.
Outlook)"
3,Te 8.8.8,Weitere Anwendungssoftware
2,Te 8.9,Weitere Themen
1,Te 9,Weitere Themen
1,Te 10,"Fachdidaktik für den Unterricht in technischen
Fächern, Schulbücher"
